,agglomerative_clustering_c2,agglomerative_clustering_c3,agglomerative_clustering_c4,birch_c2,birch_c3,birch_c4,kmeans_c2,kmeans_c3,kmeans_c4,minibatch_kmeans_c2,minibatch_kmeans_c3,minibatch_kmeans_c4,spectral_clustering_c2,spectral_clustering_c3,spectral_clustering_c4,mean_shift,dbscan,optics,suspected_bot
Lidsydu,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
LH22,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,-1,-1
le_puepprich,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,22,-1
LetsPlay77,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
LeTossfou9,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,-1,-1,-1
Lesmarmots,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
Lesil,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
lerom750,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
leptifilou69,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
LePlumeau,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
LePh0queU,1,1,0,0,1,0,1,2,1,1,0,3,0,0,0,0,0,-1,-1
leotumbling,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Kokomorocco,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
lolo-lescro,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
lolo24,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,33,-1
Lolo95570,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Yanistkt,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
sab69bronx,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
s92b,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
russiiko.sbd,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,67,-1
Ruskovstory,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Rush-A-Poil,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,-1,-1
RuN-GoOd7,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Ykb13,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
YeZH,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
YesIkn0w,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
Yeistiv571,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,-1,-1,-1
Yaya2103,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Yassine_Bnmd,0,2,2,1,0,1,0,0,3,0,2,0,1,0,3,1,-1,-1,-1
Yannou97130,0,0,3,0,2,2,0,2,3,0,2,2,1,0,0,0,0,68,-1
Yaniiis30,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Lolo_91,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
yan1531,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Yairai,0,2,2,1,0,1,0,0,2,0,1,0,1,0,0,0,0,-1,-1
xxxlOlxxx,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,42,-1
XxspinxX,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,17,-1
XxLoursxX,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
xxampester,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Xx-xXx-xX,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
XUpswingX,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
XSarasketa,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
xMitch44x,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,34,-1
xLucreciax,0,0,3,0,2,2,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
london2108,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Loma93,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
kokolon,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
kokojako,0,0,1,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
Koh.Lanta,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Thatsallin,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
MOULATE1967,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Mouche_56,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Mosalah13140,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Morro10,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Morrera,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Morganzere,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Monsterzebre,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,47,-1
Moncoeur64,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,6,-1
Momouss07,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Momobond,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
TheFlyy,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
theflopdru,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
TheFish,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,8,-1
Thanlyin,0,0,1,0,1,0,1,1,1,1,1,3,0,0,0,0,0,-1,-1
Mouss17mouss,0,0,1,1,0,1,0,0,2,1,1,3,0,0,0,0,0,6,-1
TGW0411,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tets11,0,0,1,0,1,0,1,1,2,1,1,3,0,0,0,0,0,-1,-1
tetelle62,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tes1Raker,0,0,3,0,2,2,1,2,1,1,2,2,0,0,0,0,0,69,-1
TedWan,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Teddy.KGB59,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
ted-parker,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
TEAMCARVOS,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
tchoc,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tchao16coups,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,63,-1
Tazzouweedow,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Taz13001,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Tat21,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
MOUSHKA,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Moustachedor,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
KodymGrey,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
KingFuss,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,1,-1
Knupy,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
knocker77,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Kmetina992,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Kloww,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Klassjaan,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
klaidas,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
KKylians,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
KKisamAAx,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
KK-11,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,17,-1
kirkcossea,0,0,3,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
King_Picsou,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Kingsbar,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Kingkongdu38,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,45,-1
KingArturito,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,3,-1,-1,-1
Mousticks51,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
kimbras,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
MugiwAArAA,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,55,-1
Msybl59,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
MSKK33,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Mr_Mosley006,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
mrvip83,0,0,1,1,0,1,0,1,1,0,1,3,0,0,0,0,0,-1,-1
MrFabien09,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
MrCuler97,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
MrBigBinch,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Mr.C93,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
Mr.Asad,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Mperez17,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,35,-1
moustique133,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,4,-1
valtrilodaar,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
valou3711,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,-1,-1,-1
Valou2207,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,-1,-1
Serxxxx,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
DL2830,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Dkali,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
DJPeter,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,8,-1
Djolapastag6,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
djodjo17000,1,1,0,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
Djjax,0,0,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
djfinck,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Djeportos,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
djenk1954,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,59,-1
Dje23dje,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
DJango7,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
djams1976,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,11,-1
Diva78190,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Ditbal,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,61,-1
diram83,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,44,-1
DIMITAAAR777,0,0,3,0,2,2,1,2,1,1,0,2,0,0,0,0,0,-1,-1
dimasik,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
dildoswagins,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
DIFEPP1989,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
diegoestamp,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,3,-1,-1,-1
Didou9420,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
Dianbobo518,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Diana29,0,0,1,1,0,1,0,2,1,0,2,3,0,0,0,0,0,52,-1
Diamonde,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Omanew,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
OLLLAN,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Olivier49130,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
OlevAit,0,0,3,0,2,2,1,2,1,1,0,2,0,0,0,0,0,69,-1
Olaf&Sven,0,0,1,0,1,0,1,2,1,1,0,3,0,0,0,0,0,-1,-1
docteuryes,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Dodg3,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
dodik54,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
cyril25350,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,-1,-1
Sept&Deux,0,0,3,0,2,2,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
Sepriva,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Senshu5944,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,55,-1
SenninMode16,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,27,-1
seguradeleon,0,2,2,1,0,3,0,0,2,0,2,0,1,0,0,0,0,-1,-1
sefo39,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,39,-1
Seephe,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
seclas01,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
sebthol,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,44,-1
sebpeace,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Seade,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,25,-1
Diablo01420,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Darkwar4287,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
compasole,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,40,-1
1luminatus,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
ciol2203,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
chapa1010,0,0,1,1,0,3,1,0,2,1,1,3,0,0,0,0,0,-1,-1
catch5,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,17,-1
C4RNlV0R,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,26,-1
borntokill83,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Biglooseman0,0,0,1,1,0,3,1,0,2,1,1,3,0,0,0,0,0,-1,-1
Benilopez14,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
BastoKratoR,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Ayden013,0,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,53,-1
anomyous1111,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,57,-1
Alextwixmen,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
AgatheTheNut,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
7HEn0tor1us,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Ohsofish,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Ofix28,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,-1,-1
Ofedez,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,33,-1
.PARTOUCHE.,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
1croyable,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
18Batistini,0,2,2,1,0,1,0,0,2,0,1,0,1,0,0,0,0,-1,-1
18032019,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,25,-1
1415Gg,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
13jabj,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
12judiith,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,49,-1
123MEVOILA,0,0,1,1,0,1,0,0,2,1,1,3,0,0,0,0,0,-1,-1
1234Manu1234,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,3,-1,-1,-1
122-122,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,4,-1,-1,-1
10JQKAS,0,2,2,1,0,3,0,0,2,0,2,0,1,0,0,0,-1,-1,-1
100000euro,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,7,-1
1.2.3,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
.Unben1.,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,22,-1
.MIRAK.59.,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Jos3hm92,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,18,-1
.Me_n_Ace.,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,-1,-1,-1
.LastShot.,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
.BON.CHANCE.,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
-Zefox-,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
-UNCLESAM-,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
-sheki-,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,65,-1
-RudeBet-,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
-PokerGirl.,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
-Othelo-,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
-Libertalia-,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,26,-1
-jul64-,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,-1,-1
-GOD-,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
-Blondiiie-,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
1FuKable,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Joseph_1211,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
Odinx,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
JulesG85,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Odin1974,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,65,-1
ocicram,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Obrien44,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,53,-1
Obolonsky,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,23,-1
OATS90,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
o0110o,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,-1,-1
nyzzehood,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,50,-1
NuSouMaBurqa,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
nuroto,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
Nuriavella,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,12,-1
NSMLM26,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Julien250814,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,37,-1
julg78,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Juju75002,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
josexeresa,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Jugadorperi,0,0,1,0,1,0,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Juda221103,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,66,-1
Juanp89,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
JuanManuel59,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,34,-1
juankii,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,54,-1
Juan.j.m.,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Ju5926,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,-1,-1
JTQQ_AKo22KK,0,0,3,0,2,2,1,2,1,1,2,2,0,0,0,1,-1,-1,-1
jpsix,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
jowy88,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Joueurlambd4,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
josohuma,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
joshuagardon,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
SerGana15,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,38,-1
Sevi0,0,0,1,1,0,1,0,2,1,0,2,3,0,0,0,0,0,-1,-1
Valentinka15,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,39,-1
SGALOU21,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Marshall6900,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
marlemagne,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
MariusQB,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Marisa60,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,-1,-1
mario1400707,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Marghe57,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
margaut0102,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,12,-1
marcopaolo,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,23,-1
Marclanderss,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,10,-1
Borek,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Boracay,1,1,0,1,0,3,1,1,0,1,1,3,0,0,0,0,0,-1,-1
boquipalet,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
BoostMe7,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Boomboom07,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
Boobszacla,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,-1,-1
Bonoteam,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Bongo40,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,4,-1,-1,-1
Bogavante,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,58,-1
boby301087,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
BoboLeBonobo,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
bobebaba,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
BNDgameX,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,26,-1
Bluffeurfou9,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,13,-1
BlueZeuxippe,0,0,1,0,1,0,1,0,2,1,1,3,0,0,0,0,0,-1,-1
BlueEyesWD40,0,0,3,0,2,2,1,2,1,1,0,2,0,0,0,0,0,-1,-1
Bluebanjo,0,0,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,53,-1
Bladange,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Blackmmm,0,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0,-1,-1
Blabo,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
Martin201908,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
martinbkk,1,1,0,0,1,0,1,1,0,1,1,3,0,0,0,0,0,-1,-1
Martinez-59,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,2,-1
Unama-Madita,0,0,1,0,1,0,1,2,1,1,0,3,0,0,0,0,0,-1,-1
Valejander,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,62,-1
VaiEProduci,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,67,-1
Vademecun,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
V0nMises,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
u_suRieR,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Ushpitz,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
uSadMeGengar,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Urbe844,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Urban-78,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Unnstoppable,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
unknownGosu,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
UndisputeDCM,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Underworld77,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Ullatin,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
martinpecheu,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
tyty03,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Tyson06600,0,0,1,1,0,1,1,1,0,1,1,3,0,0,0,0,0,21,-1
tymoterz,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,33,-1
tycoke,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Txapil,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,12,-1
TwentytwoBlk,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,32,-1
Turtur90,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
